1,0
2,0.001
3,0.002
4,0.004
5,0.009
6,0.014
7,0.03
8,0.04
9,0.089
10,0.092
11,0.125
12,0.187
13,0.239
14,0.258
15,0.473
16,0.333
17,0.404
18,0.408
19,0.576
20,0.75
21,0.729
22,1.038
23,1.023
24,1.256
25,1.497
26,1.488
27,1.786
28,2.035
29,1.359
